yvbvksfmuzq,99,3341.68534521281,76,miser
wpuvuukemhpsslbk,47,1819.5161095684548,34,geeks
wycchvpfwbkm,72,2783.817263734826,49,geeks
kzjlomchqr,90,1019.0138749179757,47,geeks
jgqcasaqsvbmfjqide,56,1794.37869192945,47,miser
hyepbphqakh,76,2998.052560611937,40,geeks
ujiutb,87,1745.5299314244494,57,geeks
nbdlytkxqslftcsj,51,1668.260797363266,82,miser
eapfywadzohy,98,579.7655778026214,75,geeks
wkgcdplgtwos,84,961.2307149938965,99,miser
izhecluhjc,22,1977.0937102038706,44,geeks
srtpblylaufaq,66,3319.249810161179,99,miser
zfwdzstiargshxfrp,46,2226.4543071186135,100,generous
vqrqfrycaxoqigo,87,2308.9070378879214,13,geeks
nnpqydngjong,53,775.9533817017898,10,miser
fkcanez,59,1678.7080422488493,70,miser
ycifgkqhofafz,26,1727.9258128325293,28,geeks
zfncici,7,592.1648488203401,36,geeks
vvcqpbaqlefcanxwp,13,3108.8849705085377,57,generous
rcdkfw,94,3419.777372586771,45,generous
iuyoc,97,3264.9458166227023,71,geeks
akldmlvlnfsylaj,71,2405.9147199257886,20,geeks
yjusogqed,94,2309.639737631327,62,geeks
lilecpkxv,72,1122.3076583803045,48,miser
juwnnehfapyrqeku,26,1668.8095335885994,68,geeks
txxxhp,94,3338.719730178907,24,geeks
wchoalfelzrpwr,46,659.3294848797668,38,geeks
bmmlhdjihe,92,3028.815107557353,81,geeks
piiljvrvtkfzsnfpb,26,1806.554041999064,44,miser
mwnibjusepl,29,1679.976644426252,89,geeks
jwdocqkacrpivagwwib,43,3459.8822124574494,59,geeks
gdxntatzbwxvdqw,81,2449.8640829872065,93,geeks
arpdtlmcaqrd,65,3415.305492588907,73,miser
ovhymdaadimfhevh,31,3402.392046654097,99,miser
sfbfhgcl,99,893.4514172027795,92,miser
avhikdkieeczzwoqv,49,2198.051336611732,73,geeks
pkuextizbqqs,43,926.454195250403,57,geeks
czhqdjpgczxpttrb,53,803.3557718085576,47,geeks
ypjiirapk,90,1311.2644800353437,62,miser
avxxhrjvhtunamzna,49,3202.993109104363,46,geeks
zfbcyeeigc,65,2620.599868525258,57,geeks
sauuiytj,27,3491.2191638597046,86,generous
xtcfjpogjothyeyfhtj,96,744.8445911148226,95,miser
vjiuegpjeb,7,1207.823394242842,47,generous
