luxury,410.0758,545.8639,4,almost impossible
luxury,434.12445,-507.83472,8,very easy
essential,252.20271,-1187.8947
essential,169.80643,-736.7152
luxury,441.44873,-1360.5376,1,almost impossible
utility,216.87863,-26.754623,nakhzgmnyd,078750
essential,278.00357,-1778.5831
utility,270.02698,-877.046,bkedkmtmqz,968793
utility,233.09021,-657.3888,zlfegyslzx,182016
utility,347.7489,-978.9548,yfkqtaupvk,076257
utility,222.00952,-27.524536,czgpqzaylg,385783
utility,301.33197,-639.499,hbndxzmewb,660656
essential,187.60556,865.2605
utility,317.73267,924.74774,eddyuocbwg,323118
luxury,384.7718,-834.49335,10,very easy
essential,246.927,534.2047
utility,215.1604,-294.03387,rmwqjbcofx,501970
luxury,346.32376,659.0746,5,easy
luxury,338.08258,-953.70886,7,easy
utility,335.43402,-691.6554,njmerocghc,741586
luxury,275.45035,-949.65015,2,medium
utility,249.91452,567.6599,pbkqwznaba,608666
utility,378.28394,-1039.2996,fledhnvmpg,515266
utility,380.38464,-200.64713,icvoggwvmp,245255
essential,346.35104,395.58112
essential,160.72363,-95.42438
utility,282.00995,228.24423,spgkaysmum,142711
essential,264.62393,-279.63733
utility,235.38025,257.39996,pcbfypuxkr,041354
essential,245.24817,-518.366
luxury,322.0945,-313.87128,10,hard
essential,252.54889,419.86935
essential,245.65302,-1159.4038
essential,283.09692,213.46375
utility,353.9107,-1710.6171,vvxgccalzn,443701
essential,306.35382,-168.50665
essential,182.4509,-532.77606
luxury,443.01172,-1135.3542,8,almost impossible
utility,293.54138,-831.31494,buqxzyzozp,822262
essential,299.9862,598.10065
utility,236.7187,689.6662,zzqkzhgozm,700920
utility,338.11328,-1551.9515,pqerqkrvqf,691148
utility,261.91785,-832.4521,cihyegsogz,248657
essential,326.3565,53.938965
luxury,338.81277,-1538.5448,10,almost impossible
utility,348.34277,370.2745,fuuvflrkty,698134
utility,330.26602,-1263.9022,kvxfceergl,348974
utility,207.97249,332.52948,qlmcmsjyrt,625358
essential,216.55182,415.5912
utility,388.7523,261.63525,ddrivrdtln,847464
utility,362.39874,-340.22562,xiptyuvmoz,644972
essential,287.42798,-983.95984
utility,289.78223,253.49756,juytbqajlo,779729
luxury,420.0466,-1074.3025,4,very easy
utility,316.86755,612.44196,vpdsndqozv,920745
utility,373.79285,-579.3868,sqdqwmhpfw,372062
essential,262.5147,-179.4274
utility,252.71817,-351.5381,yhwmkacgbu,004841
utility,322.83075,535.6128,kaxojnotrx,535820
essential,271.6318,-211.49022
utility,346.25665,-731.8766,vdzcdagsew,097058
utility,316.31244,63.834045,jflbuikyih,731814
luxury,405.62793,-375.54572,5,medium
essential,253.12178,816.86224
utility,202.14871,-1460.8896,wnwkgkvknk,957355
utility,226.07056,-101.12811,fhgwqnbbfb,840369
essential,277.3059,-1296.2252
essential,163.57768,570.4823
utility,297.80188,-157.22742,nshwjzmqif,981787
utility,212.61092,60.38707,cnxxyfkvsj,865052
utility,215.34195,-1343.2383,dyloddhxwf,613646
luxury,424.69122,101.5607,4,very hard
utility,233.63425,-789.6405,pmlcbdvxtl,231616
essential,247.6705,-1037.7849
utility,260.91357,-956.14453,arnynsbsuw,755814
utility,390.5636,-571.37,krwzgsmznd,292786
utility,255.92282,-812.4057,aijvyqjeyb,665447
utility,297.00943,-277.16107,iivtyajfmj,993056
utility,307.5185,-1357.3677,msijdjeevh,658734
utility,384.12985,-1566.4446,mcvhkfejhn,455502
utility,364.07257,-593.92456,lfkpxjpxht,222494
essential,155.34796,-0.7584839
utility,374.21936,-926.9367,lexjygxmyg,606898
utility,211.28049,405.17755,cgmibegvat,818970
utility,383.05484,-643.9126,ntfxihqymr,973107
utility,212.90825,-884.29614,kpcwzlszec,638875
utility,288.4537,-1638.3623,inqbupgwkc,935488
utility,293.7126,-1890.2313,ziflagkdzb,377136
luxury,358.26874,-903.13306,3,almost impossible
luxury,363.63187,-979.7521,3,very easy
utility,320.31467,-469.70157,pjvevbgpzo,082965
utility,339.85162,-1140.7848,fueupdgbma,459243
utility,249.076,492.69257,lufngalcec,348515
luxury,400.58124,-1344.5256,11,very easy
utility,377.78204,-1607.7731,bgqjiveehw,003708
luxury,426.7587,416.06586,4,almost impossible
utility,345.59894,-363.23853,nqrmgnnpyk,697578
essential,301.60486,-575.484
essential,276.39203,-1543.29
utility,363.6707,-494.89124,ukyfpzgijf,185149
luxury,386.35333,517.25635,8,almost impossible
essential,340.35675,226.7268
utility,295.1795,442.02448,mlnnwjnsht,559325
utility,346.39453,-331.00275,eaoekkvsoc,187224
luxury,358.42868,411.79953,10,hard
utility,219.00974,-246.65387,qbuookkfgf,841887
essential,223.51334,-1288.4414
essential,171.89833,-270.6867
utility,369.8215,-285.14404,bglhotlbdd,508980
utility,375.97458,-1038.2478,ilwoivrytm,911056
utility,213.54205,-788.3383,btyvfdtczd,997071
luxury,345.2802,173.98499,9,almost impossible
essential,198.11469,-147.14478
utility,355.59845,-1395.8424,xhjzylzboj,629599
utility,295.01053,-273.23358,tqszjutiat,648332
utility,312.31824,-1309.9757,egsyctkmjp,263537
essential,280.49777,-376.1952
utility,384.21948,-588.19666,cbugxuskdc,217907
utility,324.8303,-34.269714,ophpferrdz,749945
essential,202.81915,569.7932
utility,345.94446,-690.5284,urxyniygvj,439663
essential,194.73972,-578.571
utility,228.88098,79.85347,fuvbqcinny,954898
essential,208.05524,-138.80519
utility,313.75574,512.1438,sjsyzkxtrh,810563
utility,206.77899,-1490.8389,yosycfggfg,330540
essential,210.08267,-551.2623
utility,381.4468,-843.0656,wbtrfnzjwz,698871
utility,226.94186,335.73022,fvxytyfwml,722022
utility,202.57631,778.22107,scplxpgnlb,053640
utility,206.38611,-262.0551,vhhddtyvjc,664306
utility,330.0921,-379.55692,wtxrmkifjg,666945
luxury,396.97595,124.75336,11,very easy
utility,218.37756,264.4,eunulbglii,293429
luxury,303.54205,-1445.6995,5,almost impossible
essential,271.83057,-570.1885
luxury,322.50815,-458.6101,11,medium
utility,372.10834,-1454.9844,awnxacclfg,599513
essential,247.72446,565.4673
luxury,290.20627,-1100.8164,1,hard
utility,355.14038,228.5665,oqgiqmzkpf,726916
utility,259.53265,-230.40918,bplgixayjy,551608
utility,369.10788,-1425.9137,dhzbpaazif,927781
essential,321.12408,65.604614
utility,340.86957,699.6059,vwidlpfgam,946501
utility,337.37946,-856.07733,ktdolqkhuo,233024
utility,295.90808,-254.53857,vkelklwmjd,594515
essential,308.62686,-670.3782
essential,162.2604,-670.61426
luxury,415.18274,-321.96387,9,very hard
luxury,340.47104,-536.1335,11,very hard
utility,380.81525,340.9419,mvdsdwmvru,494589
luxury,397.6986,-608.0888,5,almost impossible
utility,396.81165,-945.77094,gncryzbepy,314673
essential,241.70586,-477.24634
essential,188.09793,-1091.2646
utility,282.67548,-147.13168,dnaicklnhk,158073
utility,277.10873,448.38678,vxnjtuqivl,118342
essential,270.04544,-86.035675
utility,258.85138,95.38275,opdtzhecyw,836137
utility,234.24016,-54.808563,nukmcuznxm,168620
utility,250.43568,-705.85236,lxqgwdtchg,272081
utility,332.8363,-14.175175,pltzsyevrn,710434
utility,364.36798,-969.662,tzqweddajo,067763
utility,232.2933,-821.5106,kncrpsuqmf,525228
utility,307.28732,102.92389,etyyupprpt,002277
utility,207.6529,284.47595,pycezlbchm,174104
essential,190.90083,227.43835
luxury,346.32666,392.065,2,very easy
utility,290.2436,-1379.7747,qjluqoogwj,601770
utility,227.97278,839.4145,mimsqxrqvj,003768
essential,181.83174,-1459.033
essential,294.03494,-612.8944
utility,255.92038,-500.1004,ghhktuhbtt,648974
luxury,305.68823,-493.84296,3,easy
utility,262.0697,-1015.885,qrzavotnxu,436715
luxury,406.3755,-342.2414,8,very easy
essential,259.2799,-530.249
utility,364.88556,-39.72296,yyatpmfajm,207886
utility,360.42267,-216.82721,cdowufnpfm,845100
luxury,382.61926,-406.74713,8,almost impossible
essential,261.09982,-588.2925
essential,332.0667,774.04297
utility,249.18155,514.61194,ifxuaayqqw,539010
utility,399.63834,-186.89355,cgxknrznqp,152765
luxury,361.38385,-182.69489,4,almost impossible
essential,223.50232,-1712.9734
utility,344.4627,258.18134,jetzwrchla,066260
utility,395.62848,-949.2043,oexpxfettj,690035
utility,292.67108,-125.58656,snvgqhxhoh,013366
utility,393.53674,-476.41513,lujqgcljvo,687483
essential,185.02539,406.99716
essential,282.29138,-135.1842
essential,259.1172,-141.41571
utility,356.39764,-831.2219,dplksvqslj,108358
essential,344.9079,-76.758606
luxury,253.62569,-245.89499,7,easy
utility,339.55682,-1240.3146,ixfmzjahxe,936481
utility,270.63104,-9.485779,mfjbaqkfgn,422878
utility,344.2885,-8.401428,glnmhbbpqw,742332
utility,354.98624,-1598.4413,hkcfstqswx,539309
essential,328.92706,-67.98395
essential,269.36694,421.06744
essential,183.88564,-1066.3782
utility,311.70068,-1291.3567,bagfaqjqfq,284936
essential,178.48882,-433.72247
utility,348.73016,185.57602,ucjkvrpqlz,799430
utility,354.34808,96.314514,zzhcxjzxwm,582804
essential,282.469,-1297.8683
utility,338.6382,-562.2218,brqaeorkbx,229600
essential,210.84073,-67.492676
utility,382.50763,-633.2485,wovvpekqyz,973068
utility,211.53381,-964.4352,uwsjfofroh,294190
utility,257.17053,-1094.9905,ecysxghlwo,608935
utility,203.09674,-1044.965,zgauzdkydr,314707
essential,219.42809,-1075.1458
utility,283.43436,-456.06226,eepncgpvcu,035838
essential,283.01917,-1480.8501
utility,262.09924,-163.64105,hdybyjgson,028005
utility,250.84787,-611.4208,sbikburflo,118122
luxury,415.35803,244.22495,7,easy
utility,390.4058,-1126.2566,rqpxgonvqt,714427
luxury,273.9475,17.681236,5,almost impossible
utility,357.8323,24.213776,wketonpqxz,389167
luxury,390.63275,330.0929,8,medium
utility,334.39456,-117.332275,xrhkiscgvl,321749
utility,287.8081,780.44727,yejctkpdvc,841366
utility,268.50543,-56.250122,mvfdkhqoag,251483
essential,197.2039,-966.6604
utility,391.82727,-688.0023,jtthonlgza,274517
utility,294.61252,410.02383,kjpquceemm,864595
luxury,331.56082,972.9762,10,almost impossible
utility,369.84256,122.49727,yxczrdbcku,371392
essential,288.0732,-798.1281
utility,325.94452,-1841.8766,zqcbvjutvd,897804
essential,242.64403,-833.2213
essential,317.9488,-431.51978
essential,327.61774,-1074.0592
luxury,349.45282,-730.1186,8,medium
utility,231.5063,587.0855,ftioiirhtz,292169
utility,260.52972,-98.85651,yllukqcavb,509839
essential,181.76202,-442.6068
essential,310.68704,251.12593
essential,169.6381,-1156.9072
utility,230.93341,-335.234,coclotcdme,690711
